CHOU, T
SUN, P
SCHMELTZER, D
GEHRING, PM
PARK, SE
SHIRANE, G
COLLINS, EM
KIOUSSIS, N
COOPER, SPLBR
ISHIKAWA, K
MAEDA, N
FELDMAN, DE
GALANAKIS, I
ALOUANI, M
DREYSSE, H
OKAZAKI, N
MAITRA, T
JONGH, MSLDCD
LEEUWEN, JMJV
SAARLOOS, WV
MARITAN, A
MICHELETTI, C
BANAVAR, JR
XI, HW
TORAL, R
GUNTON, JD
TRIBELSKY, MI
TRIPPENBACH, M
BAND, YB
JULIENNE, PS
KRAVTSOV, VE
KUKLOV, AB
REICHHARDT, C
ABDURAHMAN, A
SHUKLA, A
DOLG, M
SCHEIDLER, P
JAMET, M
MELINON, P
PEREZ, A
TRAVERSE, A
BAGUENARD, B
MEZARD, M
KABASHIMA, Y
MURAYAMA, T
SAAD, D
BOKIL, H
MOORE, M
ALVAREZ, JV
GROS, C
PANJA, D
DORFMAN, JR
BEIJEREN, HV
BAUER, C
BIEKER, T
DIETRICH, S
PALASSINI, M
YOUNG, AP
BASCONES, E
HERRERO, CP
SCHON, G
FRANZ, M
TESANOVIC, Z
DONANGELO, R
HANSEN, A
SNEPPEN, K
SOUZA, SR
WAINTAL, X
KLUMPER, A
MOURACHKINE, A
GELFAND, MP
MAHADEVAN, M
TOROCZKAI, Z
KORNISS, G
CERRUTI-SOLA, M
CLEMENTI, C
HOOGENBOOM, BW
KUGLER, M
REVAZ, B
MAGGIO-APRILE, I
FISCHER, O
RENNER, C
IKEDA, SI
KOSAKA, M
UWATOKO, Y
PRADHAN, GR
PANDIT, SA
GANGAL, AD
SITARAMAM, V
STILCK, JF
CORDEIRO, CE
AMARAL, RLPGD
BERGERET, FS
SARDELLA, E
TURLAKOV, M
GADO, ED
ARCANGELIS, LD
GERLACH, B
SMONDYREV, MA
HAAS, FF
SCHMID, F
CHOO, CH
SCHRIEMER, HP
TAYLOR, DR
ABE, S
RAJAGOPAL, AK
URASAKI, K
SASO, T
BILSTEIN, U
MOURA, FABFD
TIRNAKLI, U
LYRA, ML
PINES, D
KISHIGI, K
HASEGAWA, Y
CANTAT, I
SAITO, Y
GARCIA, A
PEREZ-MATO, JM
CAMPA, A
GIANSANTI, A
MORONI, D
MISGUICH, G
LHUILLIER, C
MINARDI, F
FORT, C
MADDALONI, P
INGUSCIO, M
CLAESON, T
POPESCU, MN
ARIZMENDI, CM
SALAS-BRITO, AL
FAMILY, F
FLEKKOY, EG
COVENEY, PV
FABRITIIS, GD
KWAPIEN, J
DROZDZ, S
IOANNIDES, AA
LIMA, AR
OLIVEIRA, PMCD
PENNA, TJP
TREIBER, M
HENNECKE, A
CUCCHIETTI, FM
PASTAWSKI, HM
WILKINSON, M
TUPITSYN, I
BARBARA, B
KHALATNIKOV, IM
KAMENSHCHIK, AY
SIMOVIC, B
JEROME, D
BUECHLER, HP
KATZGRABER, HG
BLATTER, G
LEE, YW
LEE, YL
FABRIS, S
PAXTON, AT
LEVINSON, Y
ENTIN-WOHLMAN, O
WOELFLE, P
FLORES, JC
MEHREZ, H
TAYLOR, J
GUO, H
WANG, J
ROLAND, C
KOSHELEV, AE
BULAEVSKII, LN
VARMA, CM
HU, B
LI, B
AMMON, B
IMADA, M
AVRON, JE
ELGART, A
GRAF, GM
SADUN, L
KNIGAVKO, A
KOGAN, VG
ROSENSTEIN, B
YANG, TJ
GAIFULLIN, MB
MATSUDA, Y
CHIKUMOTO, N
SHIMOYAMA, J
KISHIO, K
HOVE, J
SUDBO, A
HANSEN, JP
BOLLE, D
CARLUCCI, DM
SHIM, GM
HINZKE, D
NOWAK, U
SINOVA, J
MEDEN, V
GIRVIN, SM
KOROTKOV, AN
AVERIN, DV
CHEN, W
FRANCK, JP
JUNG, J
TORRES, LEFF
MAKLER, SS
JALABERT, R
ALFE, D
PRICE, GD
GILLAN, MJ
BACHTOLD, A
FUHRER, MS
PLYASUNOV, S
FORERO, M
ANDERSON, EH
ZETTL, A
MCEUEN, PL
SEVIOUR, R
VOLKOV, AF
YUNOKI, S
XUE, YY
TSUI, S
CMAIDALKA, J
HEILMAN, AK
LORENZ, B
MENG, RL
KWON, S
PARK, H
METZNER, W
SCHOLLWOECK, U
SCHNEIDER, O
STAUBER, T
SCHOENHAMMER, K
SCHWAN, C
MARTIN, F
DEAN, DS
FUJII, Y
WADATI, M
VEBERIC, D
EVERTZ, HG
CAPPELLUTI, E
GRIMALDI, C
PIETRONERO, L
STRASSLER, S
UMMARINO, GA
SPAGNOLO, B
DHARA, AK
BANERJEE, SR
KOZA, MM
SCHOBER, H
HANSEN, T
TOELLE, A
FUJARA, F
TOHYAMA, T
LUESCHER, S
HEINZEL, T
ENSSLIN, K
WEGSCHEIDER, W
BICHLER, M
LEE, PA
DOLAN, BP
CHEN, Y
NELSON, P
LEE, HC
YANG, S
ZHENG, WJ
MOU, CY
HONG, TM
TONG, P
MACKIE, AD
AVALOS, JB
KULLMANN, L
KERTESZ, J
PANAGOPOULOS, C
RAINFORD, BD
COOPER, JR
SCOTT, CA
SANTOS, A
SZABO, P
SAMUELY, P
JANSEN, AGM
MARCUS, J
WYDER, P
SIMDYANKIN, SI
TARASKIN, SN
DZUGUTOV, M
ELLIOTT, SR
MENZALA, GP
KONOTOP, VV
HORAK, P
RITSCH, H
CIRILLO, ENM
PELIZZOLA, A
SEAR, RP
SOKOLOV, IM
BULDYREV, SV
PREDEL, H
BUHMANN, H
GURZHI, LWMRN
KALINENKO, AN
KOPELIOVICH, AI
YANOVSKY, AV
BOSELLI, MA
GHAZALI, A
LIMA, ICDC
CHUDNOVSKY, EM
FRIEDMAN, JR
FABIAN, J
HU, X
ZUTIC, I
CITRO, R
DIAZ-ORTIZ, A
SANCHEZ, JM
MORAN-LOPEZ, JL
BALENTS, L
TANAKA, K
MARSIGLIO, F
LI, XJ
SCHICK, M
SAVCHENKO, VI
NONOMURA, Y
YUKALOVA, EP
ALIMOHAMMADI, M
AHMADI, N
NETZ, RR
SONG, AM
OMLING, P
ROMERO, J
FONSECA, LF
HARTING, J
MUELKEN, O
BORRMANN, P
ZHANG, SD
PHUOC, VT
RUYTER, A
SOUSA, RD
AMMOR, L
OLIVE, E
SORET, JC
WANG, YG
REEVES, ME
RACHFORD, FJ
YOO, SK
LEE, SY
YANASE, Y
YAMADA, K
SAMPATHKUMARAN, EV
MALLIK, R
PAULOSE, PL
MAJUMDAR, S
CHIOFALO, ML
POLINI, M
TOSI, MP
KISELEV, MN
OPPERMANN, R
MUNSTER, G
STRUMIA, A
TETRADIS, N
WISEMAN, HM
UTAMI, DW
SUN, HB
MILBURN, GJ
DZURAK, A
PASSOS, WAC
LISBOA-FILHO, PN
ORTIZ, WA
NEWMAN, TJ
QI, X
DEBRAY, P
RAICHEV, OE
VASILOPOULOS, P
RAHMAN, M
PERRIN, R
MITCHELL, WC
OGASAWARA, T
ASHIDA, M
MOTOYAMA, N
EISAKI, H
UCHIDA, S
GHOSH, H
MAZUMDAR, S
KUWATA-GONOKAMI, M
KRAMER, B
SASSETTI, M
SAITO, S
YOSHIMOTO, H
SUZUKI, YY
KURIHARA, S
LI, Z
HERTZ, J
EGGER, R
KOUTOUZA, A
SALEUR, H
SIANO, F
AGRAFONOV, YV
BALAKHCHI, AG
ZIMMERMANN, H
PETRY, W
SCHMIDT, W
WUTTKE, J
KNORREN, R
BOUZERAR, G
BENNEMANN, KH
DAS, D
LAGES, J
SHEPELYANSKY, DL
GREEN, ACM
GABRIELLI, A
BALDASSARRI, A
CHAUVE, P
PROZOROV, R
GIANNETTA, RW
LEGNER, S
BORISENKO, SV
DUERR, C
PICHLER, T
KNUPFER, M
GOLDEN, MS
FINK, J
ABELL, S
MUELLER, R
JANOWITZ, C
REICHARDT, G
CICUTA, P
VAILATI, A
GIGLIO, M
KOTLYAR, R
NGUYEN, TT
GROSBERG, AY
SHKLOVSKII, BI
ROSCH, A
TIMOSHENKO, EG
KUZNETSOV, YA
HA, BY
TABAR, MRR
MENECH, MD
STELLA, AL
MAJMUDAR, T
WIDOM, A
LEVINE, G
PECHENIK, L
LEVINE, H
KESSLER, DA
GUPTA, BC
SREERAM, PA
LEE, SB
VOJTA, M
BURAGOHAIN, C
SACHDEV, S
KAO, YJ
SI, Q
LEVIN, K
ALIGIA, AA
BATISTA, CD
ESSLER, FHL
ROTKIN, SV
BRUNNER, M
ASSAAD, FF
MURAMATSU, A
CAMPILLO, I
SILKIN, VM
PITARKE, JM
CHULKOV, EV
ECHENIQUE, PM
MONTANERO, JM
LEAF, GK
OBUKHOV, S
SCHEIDL, S
ZHURAVLEV, MY
LUTZ, HO
VEDYAYEV, AV
TERRIER, C
STRUNK, C
NUSSBAUMER, T
BABIC, D
SCHONENBERGER, C
MARINARI, E
MARTIN-MAYOR, V
PAGNANI, A
CASSOL, AS
VEIGA, FLS
TRAGTENBERG, MHR
FROEHLICH, J
PEDRINI, B
SCHWEIGERT, C
WALCHER, J
MANSILLA, R
USAJ, G
LEVSTEIN, PR
ATKINSON, WA
HIRSCHFELD, PJ
DIDUKH, L
SAMENGO, I
ZANETTE, DH
BARANOV, DB
YARUNIN, VS
KOPNIN, NB
CHEIANOV, VV
FLENSBERG, K
SOTOLONGO-COSTA, O
RODRIGUEZ, AH
RODGERS, GJ
MASCIOVECCHIO, C
TSUEI, CC
KIRTLEY, JR
BAFFIONI, F
ROSATI, F
LUCZAK, F
BLOCH, AM
BARABASH, S
STROUD, D
HWANG, IJ
SUNTHAR, P
KUMARAN, V
CHEONG, SW
MAJKRZAK, C
RAMAKRISHNAN, TV
MANDAL, SS
MOZYRSKY, D
PRIVMAN, V
VAGNER, ID
NISHIYAMA, Y
MAIER, T
PICOZZI, S
CONTINENZA, A
SATTA, G
MASSIDDA, S
FREEMAN, AJ
YUSTE, SB
HARO, MLD
ZVYAGIN, AA
TABATA, Y
GREMPEL, DR
OCIO, M
TANIGUCHI, T
MIYAKO, Y
HEEREMA, M
LEEUWEN, WAV
MINEEV, VP
BAGNOLI, F
BOCCARA, N
RECHTMAN, R
ACEDO, L
BEDAQUE, PF
BRAATEN, E
HAMMER, HW
CANDIDO, L
CEPERLEY, DM
LOH, KK
RUDNICK, J
DUBRAVA, VN
YAMPOLSKII, VA
TAKEDA, K
ICHINOSE, I
JIANG, X
ARZHNIKOV, AK
DOBYSHEVA, LV
TARJUS, G
KIVELSON, D
VIOT, P
CAROLI, C
MIHALY, L
RAYCHAUDHURI, P
MAL, PK
SARKAR, S
BHANGALE, AR
PINTO, R
LIPOWSKI, A
LI, WB
ZHANG, KJ
SENGERS, JV
ZARATE, RWGJMOD
REIJNIERS, J
MINGUZZI, A
MARCH, NH
SCHULZ, M
ORZA, JAG
BRITO, R
ERNST, MH
STENULL, O
JANSSEN, HK
BARRA, AL
SPIELMAN, IB
EISENSTEIN, JP
PROFFEN, T
DRUMMOND, PD
ELEFTHERIOU, A
HUANG, K
KHERUNTSYAN, KV
MUSTECAPLIOGLU, OE
WOODSIDE, MT
VALE, C
KADOW, C
MARANOWSKI, KD
GOSSARD, AC
OSHIKAWA, M
SAITO, H
UEDA, M
YIP, SK
ENGEL, HA
TIJ, M
GARZO, V
MAIL, AS
BRINKMANN, D
GOLUB, JE
KOCH, SW
THOMAS, P
MASCHKE, K
VARGA, I
TRAPANESE, M
JOSSERAND, C
TKACHENKO, A
APEL, VM
CHIAPPE, G
SANCHEZ, MJ
KLEIN, O
NALETOV, VV
IRRADIES, HALDS
JANSSENS, KL
ALAVA, MJ
LAURITSEN, KB
CHITANVIS, SM
MARESCHAL, M
MANSOUR, MM
NOHEDA, B
GUO, R
CROSS, LE
COX, DE
AMICO, L
RYZHANOVA, N
LACROIX, C
VEDYAYEV, A
BAGRETS, D
DIENY, B
CONDER, K
KELLER, H
MULLER, KA
VU, PD
LIU, X
POHL, RO
BERBER, S
KWON, YK
TOMANEK, D
NIKOLIC, BK
ALLEN, PB
SHELANKOV, A
DATE, E
ROAN, SS
MARGADONNA, S
PRASSIDES, K
FITCH, AN
DAVIDOVICH, B
FEIGENBAUM, MJ
HENTSCHEL, HGE
PROCACCIA, I
GOLESTANIAN, R
DEREVANKO, SA
TKACHEV, GB
LEMM, T
MEIER, T
GATA, MA
TAHIRI, EE
FISICA, ASDD
PIMENOV, A
BIBERACHER, M
IVANNIKOV, D
IVANOV, VY
MUKHIN, AA
BALBASHOV, AM
NISHI, M
HACKENBROICH, G
MENDEZ, RA
ABAD, E
FRISCH, HL
NICOLIS, G
STEPANOVSKY, YP
SERGEEVA, GG
DIEZEMANN, G
FLETCHER, R
PUDALOV, VM
RADCLIFFE, ADB
POSSANZINI, C
GARBACZEWSKI, P
KUZNETSOV, VV
MENDEZ, EE
CROKE, ET
ZUO, X
SNIDER, GL
ARITA, R
KUROKI, K
ONODA, S
MINGALEEV, SF
KIVSHAR, YS
SAMMUT, RA
KIKOIN, K
AVISHAI, Y
LEDERMANN, U
RICE, TM
LILLIEHOOK, D
CEGAR, N
SIMON, F
GARAJ, S
RUZICKA, B
DEGIORGI, L
BROUET, V
PRAKASH, JR
NAEF, F
LONG, M
DIETL, T
OHNO, H
HOFMANN, S
TIFREA, I
GROSU, I
CRISAN, M
HARTNIG, C
WITSCHEL, W
SPOHR, E
GALLO, P
RICCI, MA
ROVERE, M
NORONHA, JMB
TOMS, DJ
LEVIN, GA
CHERNIKOV, DA
RUNDLE, JB
MARTINS, JSS
ANDREEV, AV
SCARFONE, AM
FLACH, S
OVCHINNIKOV, AA
VAKHRUSHEV, SB
PUNYINDU, P
CEBRAT, S
SEYNAEVE, E
TEMST, K
ALIEV, FG
HAESENDONCK, CV
GLADILIN, VN
GOSPODINOV, M
DOBREVA, SG
NOVOTNY, MA
RIKVOLD, PA
VISSER, M
GARAY, LJ
CIRAC, JI
LIU, YT
D, KSTRSTPR
WEINSTEIN, M
SUSLOV, IM
WILK, G
WLODARCZYK, Z
FREIRE, F
LITIM, DF
JOYCE, M
KAINULAINEN, K
PROKOPEC, T
BAGNULS, C
BERVILLIER, C
BULGADAEV, SA
BRATCHIKOV, AV
DELFINO, G
CARDY, J
ARNAUDON, D
POGHOSSIAN, R
SORBA, P
LEWIS, MA
SAINT-AUBIN, Y
VERNIZZI, G
CRUZ, WD
OLIVEIRA, RD
FIORAVANTI, D
MUSSARDO, G
SIMON, P
DUVAL, C
HORVATHY, PA
LEE, D
SALWEN, N
LIEB, EH
YNGVASON, J
ABDESSELAM, A
MAGNEN, J
RIVASSEAU, V
KISELEV, A
RYZHIK, L
KAWABATA, S
BOGOYAVLENSKIY, VA
CHERNOVA, NA
JOHANSSON, M
AUBRY, S
CENCINI, M
FALCIONI, M
KANTZ, H
OLBRICH, E
VULPIANI, A
ALBERT, TD
BOOS, H
FLUME, R
RUHLIG, K
FYODOROV, YV
SCHMUSER, F
JUST, W
LUNA-ACOSTA, GA
MENDEZ-BERMUDEZ, JA
IZRAILEV, FM
ABRAHAM, MC
GOLLUB, JP
MIRASSO, CR
HERNANDEZ-GARCIA, E
PIRO, O
ZHAREKESHEV, IK
SEIFERT, U
MUEHLBACHER, L
MAK, CH
JONCKHEERE, T
MUELLER, CA
KAISER, R
MINIATURA, C
DELANDE, D
KUMMEL, S
AKOLA, J
MANNINEN, M
CZACHOR, M
PRADHAN, P
ANANTRAM, MP
WANG, KL
ALFINITO, E
VITIELLO, G
CHAPMAN, MS
PATEL, A
SHIMIZU, A
MIYADERA, T
HAKOBYAN, Y
TER-ANTONYAN, V
DIVINCENZO, DP
ANDERSON, PW
MONTUORI, M
LABINI, FS
NEDA, Z
RAVASZ, E
BRECHET, Y
VICSEK, T
BARABASI, AL
CHANG, I
FRIEDEL, J
CARRINGTON, A
ARAUJO-MOREIRA, FM
ABDURIXIT, A
BARATOFF, A
MEYER, E
GALLI, G
KUSTANOVICH, T
OLAMI, Z
MEYER, D
FRANCESCO, PD
GUITTER, E
SMONDYREV, M
DZERO, M
FRONTERA, C
GARCIA-MUNOZ, JL
LLOBET, A
GENNES, PGD
ZIMANYI, GT
WILHELM, F
RIVA, C
VARGA, K
KOTLIAR, G
LANGE, E
ROZENBERG, MJ
GROMKO, AD
CHUANG, YD
NAKAMURA, DSDK
ANDO, Y
VISHVESHWARA, S
LANDSBERG, AS
TKACHENKO, OA
TKACHENKO, VA
BAKSHEYEV, DG
LIANG, CT
SIMMONS, MY
SMITH, CG
RITCHIE, DA
KIM, GH
PEPPER, M
CHANG, CF
LIN, JY
YAND, HD
REGUERA, D
RUBI, JM
PEREZ-MADRID, A
GUERY-ODELIN, D
BERNASCHI, M
GRILLI, L
MARANGIO, L
SUCCI, S
VERGNI, D
GROSS, NA
IGNATIEV, M
CHAKRABORTY, B
MUELLER, M
MIKESKA, HJ
PARK, J
MARINO, EC
NETO, MBS
EMIG, T
ALTSHULER, BL
MASLOV, DL
PUDALOV, VP
WENG, ZY
SHENG, DN
STAEDELE, M
MARTIN, RM
CARPENTIER, D
WHITE, SR
SINGH, RRP
SKRYABIN, DV
HARTMANN, AK
CAMPBELL, IA
WANG, XG
CHAKA, A
SCHEFFLER, M
GOLTSEV, AV
BRULS, G
COHN, JL
BONSAGER, MC
KIM, YB
BAUER, M
GOLINELLI, O
ALBERICI-KIOUS, F
BOUCHAUD, J
DOUSSINEAU, P
LEVELUT, A
KINZEL, W
METZLER, R
KANTER, I
NATTERMANN, T
BALEV, OG
VASKO, FT
ARISTONE, F
DEYCH, LI
LISYANSKY, AA
WILLIAMSON, AJ
WANG, LW
ZUNGER, A
HOTTA, T
MALVEZZI, AL
DAGOTTO, E
XIN, H
OATES, DE
DRESSELHAUS, G
DRESSELHAUS, MS
DAVATOLHAGH, S
PATTON, BR
SAFONOV, SS
ROSHKO, SH
SAVCHENKO, AK
POGOSOV, AG
KVON, ZD
SOLIMANY, L
CARADOC-DAVIES, BM
BALLAGH, RJ
BLAKIE, PB
FARID, B
SAITO, T
YAMAUCHI, T
TAKAHASHI, M
IGARASHI, JI
SEPPALA, ET
TACHIKI, M
TAKAHATA, K
IGUCHI, Y
TANAKA, D
ITOH, T
TERASAKI, I
TOROK, J
ROUX, S
LOU, J
DAI, J
QIN, S
SU, Z
TARASOV, YV
LUO, N
BERNARD, D
LECLAIR, A
MULLER, G
MANCA, P
CALESTANI, G
MIGLIORI, A
RENZI, RD
ALLODI, G
SANNA, S
CIUCHI, S
LORENZANA, J
PIERLEONI, C
SANCHO, JM
MAMBRINI, M
VIEFERS, S
HANSSON, TH
REIMANN, SM
SEBBAH, P
PNINI, R
GENACK, AZ
NEWMAN, CM
STEIN, DL
SOLLICH, P
WARREN, PB
CATES, ME
NETO, AHC
JONES, BA
PILLA, S
HAMIDA, JA
SULLIVAN, NS
RECHER, P
SUKHORUKOV, EV
LEHMANN, D
TAVASSOLI, Z
SHIRVANI, AE
KIM, YT
GOLDENFELD, N
DANTZIG, J
LEMMENS, P
GROVE, M
FISCHER, M
GUNTHERODT, G
KAGEYAMA, H
ONIZUKA, K
DRICHKO, IL
DIAKONOV, AM
SMIRNOV, IY
GALPERIN, YM
TOROPOV, AI
TIANA, G
OKABE, T
WONG, KYM
NISHIMORI, H
OSTERLOH, A
GONNELLI, RS
STEPANOV, VA
MORELLO, A
DAGHERO, D
NATALE, L
UBERTALLI, G
KOIDE, J
MOSCONI, P
RIGAMONTI, A
PLATKOWSKI, T
KRUEGER, SE
SCHMALFUSS, D
TAFURI, F
VARELOGIANNIS, G
SADR-LAHIJANY, MR
RAY, P
HANNA, CB
HAAS, D
DIAZ-VELEZ, JC
VIGNOLO, P
CASTELLANO, C
MARSILI, M
VESPIGNANI, A
GARG, A
ROHLER, J
WEN, XG
PONOMARENKO, V
AVEIN, D
TIAN, GS
TANG, LH
CHEN, QH
FALKO, V
IORDANSKI, SV
KASHUBA, A
VICENTE, R
BERTHIER, L
RAMPONI, A
WEIGEL, M
JANKE, W
WEISSE, A
FEHSKE, H
WELLEIN, G
KRUGER, SE
SCHULENBURG, J
FARNELL, DJJ
BISHOP, RF
CHRIST, P
BIBERACHER, W
KARTSOVNIK, MV
STEEP, E
BALTHES, E
WEISS, H
MUELLER, H
GOLUBOVIC, L
OHERN, CS
OHWADA, K
TAKESUE, N
WOICIK, JC
KOYAMA, I
MURAKAMI, Y
ACEBRON, JA
BONILLA, LL
SPIGLER, R
RAISANEN, VI
KIM, W
CHEN, Q
KOSZTIN, I
AGUADO, A
LOPEZ, JM
ALONSO, JA
ABRAHAMS, E
SHIFERAW, Y
GOLDSCHMIDT, YY
GILLIN, P
SHERRINGTON, D
VEGGE, T
SETHNA, JP
CHEONG, SA
JACOBSEN, KW
MYERS, CR
RALPH, DC
YI, H
SHUMWAY, J
FONSECA, LRC
LEBURTON, JP
OHAMA, T
GOTO, A
SHIMIZU, T
NINOMIYA, E
SAWA, H
KHAYKOVICH, B
FUCHS, DT
TEITELBAUM, K
MYASOEDOV, Y
TAMEGAI, EZT
OOI, S
KONCZYKOWSKI, M
DOYLE, RA
RYCROFT, SFWR
PARK, MA
SAVRAN, K
KIM, YJ
SVIRKO, YP
CHRISTIANSEN, PL
GAIDIDEI, YB
PAYEN, C
JANOD, E
SCHOUMACKER, K
HALLBERG, K
QUIRION, D
LEFLOCH, F
SANQUER, M
THOPART, D
WAHL, A
MAIGNAN, A
SIMON, C
MAZZANTI, F
POLLS, A
BORONAT, J
BANERJEE, A
HARBOLA, MK
MARIZ, AM
WIJLAND, FV
HILHORST, HJ
JUNIOR, SRG
TSALLIS, C
TURNER, MS
OJEDA, F
CUERNO, R
SALVAREZZA, R
VAZQUEZ, L
TSVETKOV, A
GRUENINGER, M
DULIC, D
MOLEGRAAF, HJA
ROTH, J
DENTON, AR
LI, MR
SCHUELKE, L
ZHENG, B
LIU, AJ
TSIPER, EV
NIKOLAEV, EG
ZAKHAROV, AA
PHYSIQUE, JPRED
MINKOV, GM
GERMANENKO, AV
RUT, OE
KHRYKIN, OI
SHASHKIN, VI
DANILTSEV, VM
SMIRNOV, AI
SOSIN, SS
QIN, H
SIMMEL, F
BLICK, RH
KOTTHAUS, JP
MORO, E
LUDING, S
NICOLAS, M
POULIQUEN, O
FELDMANN, H
NAKHMEDOV, EP
SKANTZOS, NS
COOLEN, ACC
KEIL, M
SCHOELLER, H
KOSZTOLOWICZ, T
MROWCZYNSKI, S
PUSHKAROV, DI
BURGOS, E
CEVA, H
LATZEL, M
HERRMANN, HJ
EBERT, U
BENGONE, O
BLOECHL, P
HUGEL, J
KIM, KH
UEHARA, M
HESS, C
SHARMA, PA
AO, P
CHUI, ST
SMOLYANINOV, II
BEDELL, KS
BLAGOEV, KB
FRANCESCHETTI, A
BARFORD, W
BURSILL, RJ
LAVRENTIEV, MY
VDOVENKOV, VA
VOLCHOK, IV
DALAKOVA, NV
DOTSENKO, VI
IVANCHENKO, LG
KUZNICHENKO, AV
LOGVINOV, II
IGLOI, F
RIEGER, H
ROSENOW, B
SQUIRES, TM
BRENNER, MP
GLINCHUK, MD
KONDAKOVA, IV
MERINO, J
MCKENZIE, RH
BEZRYADIN, A
LAU, CN
TINKHAM, M
JENA, D
MISHRA, UK
CLAY, RT
CAMPBELL, DK
RODRIGUEZ, CO
WEHT, R
SELVA, F
WEINMANN, D
MANOJ, G
TADIC, B
SLANINA, F
CHAUDHURI, CB
SANYAL, B
MOOKERJEE, A
VOIGT, A
BENENTI, G
PICHARD, JL
SHEPELYANSKY, D
MIRANDA, E
DOBROSAVLJEVIC, V
KOPU, J
HANNINEN, R
THUNEBERG, EV
CHOWDHURY, D
DESAI, RC
DECCA, RS
DREW, HD
OSQUIGUIL, E
MAIOROV, B
GUIMPEL, J
SHLYK, L
ESTRELA, P
WAERENBORGH, JC
LONG, LED
ROJAS, DP
GANDRA, F
ALMEIDA, M
BORNHOLDT, S
ROHLF, T
FOLK, R
HOLOVATCH, Y
YAVORSKII, T
QUINTERO, NR
MERTENS, FG
MONTANARI, A
MOROZ, AV
SAMOKHIN, KV
BARNES, CHW
SAVVIDY, GK
BUEHLER, A
ELSTNER, N
UHRIG, GS
HAN, JH
LEE, DH
BROHOLM, CL
HONDA, Z
KATSUMATA, K
FALKO, VI
KUMAR, MM
MIKHAILOV, SA
LOU, P
WU, HS
HERNANDO, JA
BLUM, L
HALVORSEN, E
GALPERIN, Y
CHAO, KA
LAMBIN, P
MEUNIER, V
BIROLI, G
BOSCH, M
ZAANEN, J
SARMA, DD
RAY, S
NAGARAJAN, R
KUMAR, A
NALINI, G
GURUROW, TN
BUTKO, VY
DITUSA, JF
ADAMS, PW
BLANK, A
SOLOMON, S
STRUNZ, WT
CORSON, J
ORENSTEIN, J
OH, S
ODONNELL, J
ECKSTEIN, JN
SEROTA, RA
HALTERMAN, K
FREITAS, PJ
HIGASHITANI, S
NAGAI, K
YOON, S
RUBHAUSEN, M
COOPER, SL
YE, J
TAKUSHIMA, Y
KOGA, A
KAWAKAMI, N
KANG, KY
KIM, BJ
KIM, YC
SCHMIDBAUER, W
HODBY, JW
TAMEGAI, T
GUPTASARMA, P
HINKS, DG
ALHASSID, Y
WOBST, A
CHATTERJEE, J
DAS, AN
CARPIO, A
WACKER, A
SCHOELL, E
GIACOMIN, G
LEBOWITZ, JL
MARRA, R
GALLITTO, AA
GUCCIONE, M
VIGNI, ML
TEJEDOR, C
MARTIN-MORENO, L
MISHCHENKO, EG
MARI, CF
SAI, N
MEYER, B
VANDERBILT, D
POGORELOV, YG
ROTH, R
WOLYNES, PG
SANTOS, CADS
SHVETSOV, V
OGANESYAN, V
BUDKO, SL
PANCHULA, AF
CANFIELD, PC
HARIGAYA, K
MARZLIN, KP
ZHANG, W
SANDERS, BC
TAKANO, K
CAPPELLINI, G
BOUETTE-RUSSO, S
AMADON, B
NOGUERA, C
FINOCCHI, F
CSERTI, J
VATTAY, G
TADDEI, JKF
LAMBERT, CJ
AMUSIA, MY
SHAGINYAN, VR
HIMEDA, A
OGATA, M
MENUSHENKOV, AP
KLEMENTEV, KV
GAIDIDEI, Y
BUTTNER, H
BRANGIAN, C
STUHN, T
STACHIOTTI, MG
AMBROSCH-DRAXL, C
CHRISTENSEN, NE
DICKMAN, R
COLUZZI, B
PEREBEINOS, V
WEINERT, M
ORIOLS, X
SUNE, J
SANCHEZ-GIL, JA
GARCIA-RAMOS, JV
MENDEZ, ER
ZHU, WJ
NIU, Q
HAMILTON, AR
KUWABARA, T
GIRLANDO, A
MASINO, M
VALLE, GVRGD
BRILLANTE, A
VENUTI, E
F, D
B, PV
C, V
BEEK, CJVD
SAMOILOV, AV
BOUFFARD, S
FEIGELMAN, MV
TEXIER, C
MUTTALIB, KA
GU, L
YIN, H
BORG, J
JENSEN, MH
BEDEAUX, D
HUI, PM
LO, TS
JOHNSON, NF
KAREVSKI, D
BASYLKO, SA
KUNDROTAS, PJ
ONISCHOUK, VA
TORNAU, EE
ROSENGREN, A
JAGLA, EA
RAQUET, B
ANANE, A
WIRTH, S
XIONG, P
MOLNAR, SV
DUFRESNE, ER
GRIER, DG
RAMER, NJ
RAPPE, AM
GELLER, MR
KECECIOGLU, E
SOLIS, FJ
CRUZ, MODL
OZOUGUZ, BE
GUNDUCC, Y
BONNET, G
DAVID, F
EYNARD, B
DEVIATOV, EV
KHRAPAI, VS
HASTREITER, VTDF
WIXFORTH, A
ORDEMANN, A
BERKOLAIKO, G
BUNDE, A
AKER, E
MALOY, KJ
BASAK, S
PORTO, M
GOLL, G
HAGEL, J
LOEHNEYSEN, HV
PIETRUS, T
WANKA, S
WOSNITZA, J
YOSHINO, T
TAKABATAKE, T
KIM, N
CHANG, HS
LEE, HJ
DOH, YJ
FLOSSMANN, G
SONIER, JE
HEFFNER, RH
NIEUWENHUYS, GJ
BERNAL, O
MOVSHOVICH, R
PAGLIUSO, PG
COOLEY, J
